#{"t_start": 1709814426.1957824, "env_id": "Reacher-v4"}
r,l,t
-47.976981,50,54.64972
-43.485162,50,54.702518
-49.206981,50,54.757167
-50.428185,50,54.810186
-45.530563,50,54.865266
-40.43481,50,54.918396
-48.50592,50,55.26565
-43.494847,50,55.324088
-47.463371,50,55.384715
-49.112162,50,55.443131
-46.127482,50,55.504203
-46.306281,50,55.556595
-46.532728,50,55.611863
-39.461592,50,55.670527
-44.681127,50,55.731673
-47.475971,50,55.790269
-49.096693,50,56.134434
-48.829422,50,56.186262
-47.663736,50,56.240369
-44.438046,50,56.292362
-36.440976,50,56.352657
-38.432436,50,56.410087
-53.553972,50,56.470269
-48.190294,50,56.522514
-51.526086,50,56.582279
-44.548718,50,56.634338
-37.074969,50,56.688888
-48.756537,50,57.038752
-45.179691,50,57.099531
-46.553381,50,57.157963
-45.303626,50,57.218991
-47.728591,50,57.27728
-50.472048,50,57.338269
-51.780226,50,57.396589
-42.826519,50,57.45465
-41.630204,50,57.513353
-44.593787,50,57.574252
-45.392107,50,57.912797
-45.524561,50,57.967764
-35.074672,50,58.020077
-46.510907,50,58.08086
-41.980903,50,58.134218
-40.844312,50,58.189735
-39.861669,50,58.247767
-51.523073,50,58.308851
-39.390102,50,58.361938
-43.719147,50,58.423026
-40.932667,50,58.778753
-44.54555,50,58.839771
-46.786884,50,58.892674
-42.037931,50,58.953534
-47.020655,50,59.011738
-43.450118,50,59.072575
-55.243069,50,59.131085
-48.036402,50,59.186282
-48.911192,50,59.239204
-49.266925,50,59.294684
-43.826306,50,59.632672
-42.579864,50,59.687217
-47.353624,50,59.739514
-52.093073,50,59.799614
-40.622831,50,59.851739
-47.371587,50,59.911943
-31.638734,50,59.96406
-48.254945,50,60.024006
-42.799973,50,60.081635
-47.261152,50,60.141633
-38.276773,50,60.193924
-40.024539,50,60.544745
-47.80986,50,60.601991
-44.519611,50,60.661759
-43.340248,50,60.713939
-48.366907,50,60.773904
-40.092051,50,60.826297
-40.04328,50,60.886709
-39.793893,50,60.944765
-41.473424,50,61.005174
-41.868235,50,61.0632
-44.386459,50,61.396184
-36.86436,50,61.4537
-45.984841,50,61.513477
-47.554176,50,61.570989
-43.837438,50,61.625412
-44.070188,50,61.677617
-37.957462,50,61.737544
-46.606326,50,61.795277
-41.065934,50,61.84988
-44.999924,50,61.90191
-33.876378,50,62.266845
-46.154501,50,62.325016
-52.074883,50,62.385296
-38.614352,50,62.443253
-38.960222,50,62.503483
-45.952631,50,62.561347
-43.136489,50,62.621721
-40.491433,50,62.679761
-42.61447,50,62.740204
-47.820145,50,62.797984
-39.023622,50,63.182722
-46.297374,50,63.235908
-50.064725,50,63.291604
-34.780672,50,63.34532
-44.82602,50,63.406446
-43.353484,50,63.465466
-53.095502,50,63.526557
-41.290267,50,63.579838
-42.971055,50,63.635841
-44.54842,50,63.688869
-41.612376,50,63.744498
-43.01035,50,64.101298
-51.972861,50,64.162197
-44.394949,50,64.215173
-37.561799,50,64.270931
-40.655553,50,64.329682
-44.411383,50,64.385257
-44.330282,50,64.439991
-43.946535,50,64.501307
-36.965252,50,64.559897
-41.434107,50,64.62116
-40.294039,50,64.991765
-44.717362,50,65.053921
-34.862386,50,65.107825
-43.024252,50,65.164094
-48.816181,50,65.223377
-38.938089,50,65.279815
-41.058247,50,65.339394
-49.771907,50,65.400984
-47.676049,50,65.454624
-42.235205,50,65.510756
-45.136866,50,65.855826
-43.816253,50,65.912583
-41.152023,50,65.966515
-40.01103,50,66.028843
-43.898472,50,66.08802
-48.642523,50,66.149839
-47.891761,50,66.203254
-43.229478,50,66.259754
-51.935472,50,66.313969
-49.054085,50,66.370239
-36.286504,50,66.715231
-36.690118,50,66.771697
-42.299676,50,66.825336
-43.448473,50,66.881513
-43.02759,50,66.935622
-40.389696,50,66.991905
-43.509881,50,67.04554
-44.706564,50,67.103256
-49.028365,50,67.157444
-39.280777,50,67.213534
-43.951391,50,67.26732
-42.125472,50,67.615446
-38.100164,50,67.669381
-45.350589,50,67.725451
-44.735806,50,67.779561
-37.684893,50,67.841741
-48.292411,50,67.902066
-46.483479,50,67.963901
-44.054818,50,68.02348
-44.319247,50,68.080568
-41.169531,50,68.134929
-45.293143,50,68.487802
-37.522103,50,68.547531
-48.577565,50,68.609354
-36.615039,50,68.663148
-44.872534,50,68.719524
-42.607033,50,68.773036
-45.906441,50,68.829839
-42.268214,50,68.883681
-36.408076,50,68.940917
-40.386038,50,68.995511
-37.280345,50,69.354041
-39.4426,50,69.413643
-42.943166,50,69.475238
-46.372911,50,69.534409
-53.174855,50,69.590934
-39.145507,50,69.644491
-32.625938,50,69.700503
-44.920199,50,69.754179
-36.694327,50,69.810261
-43.80343,50,69.863997
-39.843606,50,70.210974
-42.245019,50,70.265266
-48.28802,50,70.321975
-31.982052,50,70.376301
-42.106146,50,70.43796
-47.674803,50,70.49168
-41.175229,50,70.547544
-40.062761,50,70.601518
-50.120074,50,70.657495
-37.25437,50,70.71175
-49.70388,50,71.064528
-45.84356,50,71.118938
-38.61664,50,71.176735
-40.25893,50,71.231229
-42.698616,50,71.287878
-42.272584,50,71.342189
-37.639628,50,71.399319
-37.556275,50,71.454345
-33.584867,50,71.517162
-41.163881,50,71.577262
-34.501045,50,71.639862
-37.495544,50,71.995021
-40.55621,50,72.051872
-44.406384,50,72.113361
-41.499293,50,72.170764
-44.167506,50,72.230941
-37.57175,50,72.288688
-43.48137,50,72.348744
-44.058763,50,72.412153
-42.267669,50,72.467836
-48.398452,50,72.525003
-37.556899,50,72.898577
-37.506154,50,72.960792
-43.923064,50,73.020167
-43.039851,50,73.076845
-45.506798,50,73.131367
-37.656302,50,73.188324
-40.433217,50,73.24777
-43.247562,50,73.304322
-48.129369,50,73.358108
-49.056112,50,73.414335
-44.787548,50,73.762083
-35.739196,50,73.819359
-45.703971,50,73.873711
-41.273704,50,73.930868
-49.33294,50,73.985081
-43.517853,50,74.042535
-37.031467,50,74.097276
-45.11448,50,74.154543
-41.296627,50,74.208554
-35.886702,50,74.265856
-45.565199,50,74.615887
-39.206429,50,74.672868
-43.858661,50,74.727454
-44.335906,50,74.78723
-40.489958,50,74.84151
-41.787797,50,74.90417
-42.133181,50,74.964361
-39.941902,50,75.027337
-47.366446,50,75.087682
-35.364415,50,75.144727
-36.071677,50,75.198653
-42.733759,50,75.552196
-42.308876,50,75.606443
-39.597079,50,75.662733
-34.392334,50,75.716997
-49.149147,50,75.779234
-48.343653,50,75.833726
-41.937115,50,75.890478
-38.518897,50,75.946292
-34.917952,50,76.002908
-39.076437,50,76.063413
-37.686661,50,76.414624
-35.967119,50,76.474645
-50.090924,50,76.536692
-40.743631,50,76.591123
-41.745956,50,76.648138
-42.483534,50,76.702277
-40.863262,50,76.764878
-40.793386,50,76.824775
-38.227715,50,76.887473
-36.202803,50,76.947771
-32.89086,50,77.307845
-41.543173,50,77.368705
-39.946107,50,77.425799
-40.011726,50,77.480302
-40.516526,50,77.54315
-33.639149,50,77.603209
-37.731034,50,77.665916
-48.88752,50,77.720147
-39.698117,50,77.777348
-42.257192,50,77.831496
-42.00298,50,78.185614
-39.300885,50,78.241074
-35.970519,50,78.298066
-35.159415,50,78.35826
-31.085725,50,78.419817
-35.688917,50,78.479311
-38.504807,50,78.541885
-41.432048,50,78.596072
-46.139816,50,78.658401
-42.510496,50,78.712321
-46.63303,50,78.769086
-44.917659,50,79.12113
-36.825315,50,79.177653
-40.198623,50,79.231485
-36.601945,50,79.288337
-41.74269,50,79.342434
-38.863336,50,79.399437
-40.943335,50,79.460428
-31.971283,50,79.518469
-36.291465,50,79.578762
-37.617038,50,79.642585
-35.997335,50,79.998429
-40.153318,50,80.060633
-43.105467,50,80.120024
-49.334275,50,80.176408
-35.930541,50,80.230292
-39.012369,50,80.286791
-37.938916,50,80.340367
-47.662479,50,80.396711
-45.787427,50,80.45064
-39.236808,50,80.507154
-43.336076,50,80.853019
-45.399017,50,80.910714
-32.234666,50,80.964923
-40.516026,50,81.021979
-40.426578,50,81.076155
-36.673672,50,81.132848
-43.364064,50,81.187066
-40.686957,50,81.243894
-48.68211,50,81.298557
-34.038668,50,81.355519
-35.844458,50,81.707476
-39.76142,50,81.764255
-42.074572,50,81.818623
-39.789998,50,81.875448
-36.655638,50,81.929622
-38.322598,50,81.986571
-35.356493,50,82.04646
-42.333006,50,82.109938
-37.592386,50,82.170027
-41.103808,50,82.232483
-40.074158,50,82.287058
-48.095842,50,82.641171
-37.191116,50,82.695307
-45.969188,50,82.757395
-41.824019,50,82.811513
-39.001526,50,82.867814
-38.054099,50,82.922391
-44.650123,50,82.984628
-36.199482,50,83.038989
-37.004968,50,83.101139
-38.288471,50,83.161059
-36.243435,50,83.527001
-39.334767,50,83.587107
-37.96426,50,83.649716
-41.321499,50,83.709697
-35.843303,50,83.771983
-39.191238,50,83.831622
-37.323801,50,83.893777
-38.731278,50,83.948156
-31.138681,50,84.00493
-40.594509,50,84.064653
-41.271988,50,84.42533
-41.152488,50,84.479683
-37.833833,50,84.536815
-40.916002,50,84.59738
-38.982959,50,84.660656
-41.708565,50,84.720263
-31.494472,50,84.776807
-43.260537,50,84.836679
-41.151165,50,84.893367
-32.57176,50,84.94798
-33.873376,50,85.303922
-41.042351,50,85.364161
-37.821195,50,85.421981
-42.310538,50,85.482507
-35.117985,50,85.545559
-40.147369,50,85.606003
-37.122256,50,85.66865
-37.533713,50,85.728614
-31.881309,50,85.785625
-34.923758,50,85.839817
-35.715204,50,85.903298
-39.39173,50,86.258418
-41.013141,50,86.320769
-36.384352,50,86.375294
-35.863932,50,86.431945
-41.672686,50,86.486298
-46.713494,50,86.549485
-36.308702,50,86.603813
-32.306104,50,86.660839
-34.046842,50,86.720873
-37.836025,50,86.783648
-40.295512,50,87.141206
-40.262983,50,87.198372
-35.018278,50,87.252881
-34.90006,50,87.309941
-38.331877,50,87.364341
-41.591366,50,87.422632
-34.95561,50,87.478
-37.673932,50,87.541373
-38.933667,50,87.601752
-35.103485,50,87.664388
